playerID,year,tmID,GP,GS,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,pos,awards,confID,rank,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,homeW,homeL,awayW,awayL,confW,confL,min,wonPost,lostPost,awards_players,awards_coaches
chrissh01w,10,NYL,31,31,947,488,31,63,51,35,17,61,93,385,153,134,111,175,71,1,6,6,196,82,5,21,3,4,2,12,17,73,30,14,10,27,12,0,F,0,EA,3,N,912,2168,490,653,259,706,327,778,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,496,625,285,559,109,2538,19,15,11,6,8,9,11,9,6900,3,3,0,0
mccarja01w,10,NYL,31,31,816,425,52,116,66,45,26,67,78,314,168,115,89,8,0,1,6,6,165,83,6,25,8,6,9,19,22,71,35,23,13,2,0,0,C,0,EA,3,N,912,2168,490,653,259,706,327,778,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,496,625,285,559,109,2538,19,15,11,6,8,9,11,9,6900,3,3,0,0
moorelo01w,10,NYL,29,29,809,154,30,82,132,44,4,77,71,161,55,24,20,83,24,0,6,6,178,43,2,19,25,9,0,11,11,48,15,8,4,23,9,0,G,0,EA,3,N,912,2168,490,653,259,706,327,778,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,496,625,285,559,109,2538,19,15,11,6,8,9,11,9,6900,3,3,0,0
carsoes01w,10,NYL,34,30,646,223,25,51,31,32,8,35,49,245,92,46,31,29,8,0,6,6,101,34,1,8,5,1,2,4,11,33,16,2,1,6,1,0,G-F,0,EA,3,N,912,2168,490,653,259,706,327,778,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,496,625,285,559,109,2538,19,15,11,6,8,9,11,9,6900,3,3,0,0
reedbr01w,2,PHO,32,30,1090,608,59,128,86,66,21,90,52,456,231,142,128,43,18,0,2,2,73,28,2,5,8,0,1,5,5,22,12,4,3,4,1,0,F,0,WE,4,N,803,1800,513,661,124,394,275,619,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,486,699,224,531,91,2102,20,12,11,5,9,7,11,10,6425,0,2,0,0
gilloje01w,2,PHO,30,30,826,376,31,85,45,21,29,59,91,316,139,106,79,69,19,1,2,2,64,26,1,3,2,1,5,4,10,20,10,10,5,5,1,0,F-C,0,WE,4,N,803,1800,513,661,124,394,275,619,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,486,699,224,531,91,2102,20,12,11,5,9,7,11,10,6425,0,2,0,0
harrili01w,2,PHO,31,20,750,200,38,83,36,30,4,22,62,154,81,37,30,12,8,0,2,2,68,26,4,7,10,3,0,3,5,17,12,2,2,2,0,0,F,0,WE,4,N,803,1800,513,661,124,394,275,619,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,486,699,224,531,91,2102,20,12,11,5,9,7,11,10,6425,0,2,0,0
pettibr01w,2,PHO,32,6,583,189,19,41,46,31,4,39,62,168,60,61,49,75,20,1,2,0,41,21,1,4,6,1,0,3,7,18,7,2,2,11,5,0,G,0,WE,4,N,803,1800,513,661,124,394,275,619,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,486,699,224,531,91,2102,20,12,11,5,9,7,11,10,6425,0,2,0,0
clearmi01w,2,PHO,24,7,509,57,12,25,77,34,2,14,36,45,14,27,19,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,4,N,803,1800,513,661,124,394,275,619,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,486,699,224,531,91,2102,20,12,11,5,9,7,11,10,6425,0,2,0,0
harrili01w,3,PHO,32,32,915,246,39,100,52,39,1,49,58,223,96,59,51,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,5,N,767,1894,429,587,101,313,300,642,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,524,603,283,517,127,2169,13,19,10,6,3,13,8,13,6450,0,0,0,0
gilloje01w,3,PHO,32,32,858,395,36,91,35,31,19,71,91,355,150,96,71,70,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,5,N,767,1894,429,587,101,313,300,642,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,524,603,283,517,127,2169,13,19,10,6,3,13,8,13,6450,0,0,0,0
vealkr01w,3,PHO,29,14,658,116,14,46,125,33,4,82,58,125,35,42,32,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,N,767,1894,429,587,101,313,300,642,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,524,603,283,517,127,2169,13,19,10,6,3,13,8,13,6450,0,0,0,0
grubigo01w,3,PHO,27,9,481,170,18,31,33,7,0,34,30,167,62,39,29,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,N,767,1894,429,587,101,313,300,642,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,524,603,283,517,127,2169,13,19,10,6,3,13,8,13,6450,0,0,0,0
williad01w,3,PHO,25,1,375,96,21,54,11,15,5,34,43,113,38,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,5,N,767,1894,429,587,101,313,300,642,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,524,603,283,517,127,2169,13,19,10,6,3,13,8,13,6450,0,0,0,0
harrili01w,4,PHO,32,28,899,262,43,83,40,31,3,45,62,242,120,23,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,793,1889,405,538,100,328,292,626,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,532,600,268,491,127,2291,11,21,10,6,1,15,7,14,6400,0,0,1,0
williad01w,4,PHO,32,30,878,200,64,156,35,48,29,63,88,169,79,60,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,7,N,793,1889,405,538,100,328,292,626,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,532,600,268,491,127,2291,11,21,10,6,1,15,7,14,6400,0,0,1,0
jacksta02w,4,PHO,32,10,692,314,20,39,95,55,1,64,59,291,122,66,46,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,793,1889,405,538,100,328,292,626,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,532,600,268,491,127,2291,11,21,10,6,1,15,7,14,6400,0,0,1,0
smithch03w,4,PHO,32,8,589,58,18,37,39,17,1,26,52,63,17,21,13,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,793,1889,405,538,100,328,292,626,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,532,600,268,491,127,2291,11,21,10,6,1,15,7,14,6400,0,0,1,0
browned01w,4,PHO,28,7,549,115,29,53,58,25,7,60,73,131,43,32,23,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,0,WE,7,N,793,1889,405,538,100,328,292,626,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,532,600,268,491,127,2291,11,21,10,6,1,15,7,14,6400,0,0,1,0
deforan01w,5,PHO,34,27,1065,405,32,73,72,51,12,53,61,357,147,69,50,148,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,801,2095,379,556,116,349,357,643,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,509,667,275,610,146,2270,8,26,6,11,2,15,5,19,6925,0,0,0,0
williad01w,5,PHO,34,33,985,334,68,184,31,57,19,73,95,351,141,85,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,7,N,801,2095,379,556,116,349,357,643,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,509,667,275,610,146,2270,8,26,6,11,2,15,5,19,6925,0,0,0,0
jacksgw01w,5,PHO,33,26,975,289,86,119,20,15,17,46,85,286,114,88,56,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,801,2095,379,556,116,349,357,643,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,509,667,275,610,146,2270,8,26,6,11,2,15,5,19,6925,0,0,0,0
taylope01w,5,PHO,34,33,898,398,44,104,80,38,10,60,53,340,143,95,78,99,34,0,3,3,99,45,1,12,3,6,1,6,10,36,16,12,10,10,3,0,F,0,WE,7,N,801,2095,379,556,116,349,357,643,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,509,667,275,610,146,2270,8,26,6,11,2,15,5,19,6925,0,0,0,0
mccrani01w,5,PHO,34,32,734,131,18,33,49,37,2,44,67,138,52,24,20,32,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,801,2095,379,556,116,349,357,643,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,509,667,275,610,146,2270,8,26,6,11,2,15,5,19,6925,0,0,0,0
deforan01w,6,PHO,34,34,1152,488,23,100,107,51,8,68,51,396,165,102,88,181,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,N,826,1922,456,598,192,519,264,652,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,456,660,226,536,137,2235,17,17,10,7,7,10,11,11,6825,0,0,1,0
tauradi01w,6,PHO,34,34,1130,578,28,121,132,43,25,90,117,503,209,129,98,188,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-G,1,WE,5,N,826,1922,456,598,192,519,264,652,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,456,660,226,536,137,2235,17,17,10,7,7,10,11,11,6825,0,0,1,0
taylope01w,6,PHO,33,33,1076,434,51,109,82,52,14,81,108,310,150,108,93,96,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,5,N,826,1922,456,598,192,519,264,652,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,456,660,226,536,137,2235,17,17,10,7,7,10,11,11,6825,0,0,1,0
vodicka01w,6,PHO,34,34,873,273,65,103,55,32,12,73,110,241,94,108,84,2,1,5,8,8,204,49,13,17,6,7,7,13,16,47,19,18,11,0,0,0,F-C,0,WE,5,N,826,1922,456,598,192,519,264,652,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,456,660,226,536,137,2235,17,17,10,7,7,10,11,11,6825,0,0,1,0
harrili01w,6,PHO,33,33,838,183,42,76,36,29,6,34,58,179,74,51,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,5,N,826,1922,456,598,192,519,264,652,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,456,660,226,536,137,2235,17,17,10,7,7,10,11,11,6825,0,0,1,0
tauradi01w,7,PHO,33,33,1089,527,22,116,150,38,28,112,111,427,175,151,121,179,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-G,0,WE,5,N,826,1994,531,693,178,539,342,720,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,470,672,265,483,112,2354,16,18,11,6,5,12,12,10,6800,0,0,0,0
milleke01w,7,PHO,34,34,1057,348,26,60,81,40,2,53,81,278,122,79,67,114,37,1,4,4,155,40,0,7,10,5,0,5,13,39,12,10,7,17,9,0,G,0,WE,5,N,826,1994,531,693,178,539,342,720,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,470,672,265,483,112,2354,16,18,11,6,5,12,12,10,6800,0,0,0,0
taylope01w,7,PHO,29,29,852,382,38,82,94,38,11,77,86,261,121,118,102,94,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,5,N,826,1994,531,693,178,539,342,720,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,470,672,265,483,112,2354,16,18,11,6,5,12,12,10,6800,0,0,0,0
vodicka01w,7,PHO,28,25,821,305,60,136,63,28,22,58,86,257,127,72,48,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,5,N,826,1994,531,693,178,539,342,720,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,470,672,265,483,112,2354,16,18,11,6,5,12,12,10,6800,0,0,0,0
rasmukr01w,7,PHO,24,19,522,121,26,50,22,13,16,19,56,98,47,30,22,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,5,N,826,1994,531,693,178,539,342,720,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,470,672,265,483,112,2354,16,18,11,6,5,12,12,10,6800,0,0,0,0
tauradi01w,8,PHO,34,34,1152,860,25,97,139,42,27,79,100,660,298,183,143,305,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-G,1,WE,5,Y,1079,2434,537,684,265,722,334,811,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,578,669,231,537,126,2879,18,16,10,7,8,9,8,12,6900,0,0,1,0
pondeca01w,8,PHO,32,32,1067,624,37,70,98,37,4,45,84,495,219,163,139,126,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,Y,1079,2434,537,684,265,722,334,811,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,578,669,231,537,126,2879,18,16,10,7,8,9,8,12,6900,0,0,1,0
smithta01w,8,PHO,34,34,972,445,48,132,50,41,29,70,100,423,178,78,58,85,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,5,Y,1079,2434,537,684,265,722,334,811,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,578,669,231,537,126,2879,18,16,10,7,8,9,8,12,6900,0,0,1,0
milleke01w,8,PHO,27,24,814,296,41,103,94,28,6,73,74,259,109,62,48,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,Y,1079,2434,537,684,265,722,334,811,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,578,669,231,537,126,2879,18,16,10,7,8,9,8,12,6900,0,0,1,0
mazzake01w,8,PHO,34,0,725,302,23,76,64,47,6,48,37,277,105,33,28,167,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,5,Y,1079,2434,537,684,265,722,334,811,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,578,669,231,537,126,2879,18,16,10,7,8,9,8,12,6900,0,0,1,0
smithta01w,9,PHO,34,34,1072,428,54,166,44,40,56,56,101,399,165,99,78,61,20,1,9,9,286,105,16,54,15,9,16,13,32,91,37,20,16,31,15,0,F-C,0,WE,1,N,1063,2419,616,754,283,802,279,873,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,628,684,244,595,109,2904,23,11,12,5,11,6,17,5,6850,7,2,1,0
milleke01w,9,PHO,34,34,1040,321,47,121,156,42,5,86,94,240,115,82,64,70,27,1,9,9,297,105,19,29,32,12,1,18,18,77,35,33,27,26,8,0,G,0,WE,1,N,1063,2419,616,754,283,802,279,873,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,628,684,244,595,109,2904,23,11,12,5,11,6,17,5,6850,7,2,1,0
tauradi01w,9,PHO,32,32,1025,613,18,117,137,45,34,84,106,468,206,127,106,259,95,1,9,9,299,179,6,33,27,13,7,18,31,127,64,26,19,82,32,1,F-G,0,WE,1,N,1063,2419,616,754,283,802,279,873,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,628,684,244,595,109,2904,23,11,12,5,11,6,17,5,6850,7,2,1,0
pondeca01w,9,PHO,31,31,966,532,15,97,123,29,8,69,59,448,193,135,110,108,36,0,9,9,300,215,11,32,52,11,1,17,14,160,74,63,55,38,12,0,G,1,WE,1,N,1063,2419,616,754,283,802,279,873,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,628,684,244,595,109,2904,23,11,12,5,11,6,17,5,6850,7,2,1,0
mazzake01w,9,PHO,34,3,488,182,11,45,38,26,2,20,28,165,64,15,15,114,39,0,9,0,131,58,7,11,6,4,0,1,9,45,19,2,2,42,18,0,G,0,WE,1,N,1063,2419,616,754,283,802,279,873,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,628,684,244,595,109,2904,23,11,12,5,11,6,17,5,6850,7,2,1,0
tauradi01w,10,PHO,34,34,1083,820,26,146,121,46,46,83,125,579,258,247,215,247,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-G,0,WE,6,Y,1069,2485,642,773,230,701,375,851,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,650,717,234,500,129,3009,16,18,10,7,6,11,8,12,6825,0,0,0,0
taylope01w,10,PHO,34,34,1010,605,73,141,98,51,22,77,120,397,198,198,175,90,34,2,9,9,311,174,24,47,34,16,10,25,33,112,52,68,62,20,8,0,F,0,WE,6,Y,1069,2485,642,773,230,701,375,851,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,650,717,234,500,129,3009,16,18,10,7,6,11,8,12,6825,0,0,0,0
pondeca01w,10,PHO,32,32,1002,679,26,93,135,38,5,93,82,567,234,201,170,131,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,6,Y,1069,2485,642,773,230,701,375,851,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,650,717,234,500,129,3009,16,18,10,7,6,11,8,12,6825,0,0,0,0
willile01w,10,PHO,34,27,834,343,86,116,29,22,7,46,116,244,139,81,60,27,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,6,Y,1069,2485,642,773,230,701,375,851,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,650,717,234,500,129,3009,16,18,10,7,6,11,8,12,6825,0,0,0,0
smithta01w,10,PHO,25,25,722,277,50,126,28,28,29,41,98,266,111,45,39,46,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,6,Y,1069,2485,642,773,230,701,375,851,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,650,717,234,500,129,3009,16,18,10,7,6,11,8,12,6825,0,0,0,0
witheso01w,2,POR,32,32,1061,538,23,82,68,38,8,88,72,456,175,147,128,163,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,761,1828,488,697,145,433,309,627,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,487,729,277,531,130,2303,10,22,6,10,4,12,4,17,6525,0,0,0,0
crawlsy01w,2,POR,31,30,930,357,64,121,34,29,24,88,96,298,143,102,71,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,7,N,761,1828,488,697,145,433,309,627,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,487,729,277,531,130,2303,10,22,6,10,4,12,4,17,6525,0,0,0,0
thomast01w,2,POR,32,31,863,163,48,78,101,54,15,68,93,163,58,74,44,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,761,1828,488,697,145,433,309,627,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,487,729,277,531,130,2303,10,22,6,10,4,12,4,17,6525,0,0,0,0
folklkr01w,2,POR,32,20,845,242,38,116,67,23,22,50,80,191,86,94,66,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,761,1828,488,697,145,433,309,627,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,487,729,277,531,130,2303,10,22,6,10,4,12,4,17,6525,0,0,0,0
nygaava01w,2,POR,32,28,843,253,50,71,30,17,5,38,98,209,91,54,41,90,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,761,1828,488,697,145,433,309,627,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,487,729,277,531,130,2303,10,22,6,10,4,12,4,17,6525,0,0,0,0
stileja01w,3,POR,32,32,1023,478,24,53,55,24,3,68,75,385,156,149,116,116,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,1,WE,7,N,733,1891,450,612,172,519,300,696,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,501,643,293,474,144,2202,11,21,6,10,5,11,5,16,6525,0,0,1,0
figgsuk01w,3,POR,32,29,930,257,14,86,126,43,4,55,42,179,76,63,51,117,54,0,7,7,239,58,3,12,41,4,4,6,14,53,18,16,12,36,10,0,G,0,WE,7,N,733,1891,450,612,172,519,300,696,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,501,643,293,474,144,2202,11,21,6,10,5,11,5,16,6525,0,0,1,0
crawlsy01w,3,POR,32,32,921,299,63,140,54,19,26,61,85,267,120,77,59,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,7,N,733,1891,450,612,172,519,300,696,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,501,643,293,474,144,2202,11,21,6,10,5,11,5,16,6525,0,0,1,0
folklkr01w,3,POR,32,31,862,180,49,196,45,20,34,39,56,166,71,40,33,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,7,N,733,1891,450,612,172,519,300,696,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,501,643,293,474,144,2202,11,21,6,10,5,11,5,16,6525,0,0,1,0
beviltu01w,3,POR,31,31,788,153,27,61,103,59,6,52,102,119,39,71,52,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,7,N,733,1891,450,612,172,519,300,696,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,501,643,293,474,144,2202,11,21,6,10,5,11,5,16,6525,0,0,1,0
griffyo01w,2,SAC,32,32,1026,523,148,183,47,83,61,82,110,361,193,194,137,0,0,1,2,2,78,29,6,18,2,1,1,4,4,23,12,8,5,0,0,0,C-F,0,WE,3,Y,876,1993,449,650,142,459,388,650,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,503,600,226,524,116,2176,21,11,13,3,8,8,13,8,6400,0,2,0,0
penicti01w,2,SAC,30,30,936,208,12,77,236,70,6,71,71,185,68,107,62,50,10,1,2,2,77,16,2,5,14,4,0,6,10,16,4,6,5,6,3,1,G,0,WE,3,Y,876,1993,449,650,142,459,388,650,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,503,600,226,524,116,2176,21,11,13,3,8,8,13,8,6400,0,2,0,0
hollake01w,2,SAC,32,32,934,312,28,42,81,43,5,74,63,253,111,66,46,122,44,1,2,2,60,19,3,5,6,3,0,1,3,16,7,2,2,9,3,0,G,0,WE,3,Y,876,1993,449,650,142,459,388,650,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,503,600,226,524,116,2176,21,11,13,3,8,8,13,8,6400,0,2,0,0
smithta01w,2,SAC,32,32,925,388,61,117,43,30,64,60,107,371,176,46,36,0,0,1,2,2,59,21,0,8,1,2,1,2,5,22,9,4,3,0,0,0,F-C,0,WE,3,Y,876,1993,449,650,142,459,388,650,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,503,600,226,524,116,2176,21,11,13,3,8,8,13,8,6400,0,2,0,0
boltoru01w,2,SAC,29,29,868,380,42,64,57,34,1,45,60,368,133,84,64,160,50,0,2,2,70,39,4,5,7,4,0,5,6,34,13,9,9,14,4,0,G,0,WE,3,Y,876,1993,449,650,142,459,388,650,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,503,600,226,524,116,2176,21,11,13,3,8,8,13,8,6400,0,2,0,0
griffyo01w,3,SAC,32,31,1077,518,162,195,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,7,8,6,11,18,67,32,55,42,0,0,0,C-F,0,WE,2,N,837,1974,457,618,163,423,374,723,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,496,616,261,481,143,2139,20,12,12,4,8,8,13,8,6525,3,2,0,0
smithta01w,3,SAC,32,32,912,358,48,131,41,34,55,66,106,352,148,85,62,2,0,2,5,5,164,55,8,16,8,5,5,4,16,60,23,11,9,0,0,0,F-C,0,WE,2,N,837,1974,457,618,163,423,374,723,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,496,616,261,481,143,2139,20,12,12,4,8,8,13,8,6525,3,2,0,0
hollake01w,3,SAC,32,32,874,322,33,42,69,56,5,66,62,251,111,60,41,150,59,0,5,5,160,69,2,16,7,8,2,7,10,48,21,16,14,27,13,0,G,0,WE,2,N,837,1974,457,618,163,423,374,723,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,496,616,261,481,143,2139,20,12,12,4,8,8,13,8,6525,3,2,0,0
campbed01w,3,SAC,32,32,854,260,11,74,74,19,9,64,45,244,92,43,33,94,43,0,5,5,115,28,4,7,11,5,1,5,9,31,11,3,2,9,4,0,G,0,WE,2,N,837,1974,457,618,163,423,374,723,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,496,616,261,481,143,2139,20,12,12,4,8,8,13,8,6525,3,2,0,0
penicti01w,3,SAC,23,22,744,144,6,80,172,40,8,64,58,124,42,64,49,42,11,1,5,5,163,31,3,16,33,3,4,9,9,40,10,4,4,19,7,0,G,0,WE,2,N,837,1974,457,618,163,423,374,723,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,496,616,261,481,143,2139,20,12,12,4,8,8,13,8,6525,3,2,0,0
smithta01w,4,SAC,32,32,1063,469,56,132,40,27,46,59,126,435,184,101,86,42,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C,0,WE,6,Y,780,1945,494,653,112,395,301,648,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,493,633,233,496,128,2294,14,18,10,6,4,12,8,13,6575,0,0,0,0
penicti01w,4,SAC,24,24,853,203,7,95,192,64,1,69,49,159,60,103,75,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,WE,6,Y,780,1945,494,653,112,395,301,648,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,493,633,233,496,128,2294,14,18,10,6,4,12,8,13,6575,0,0,0,0
groomla01w,4,SAC,32,26,850,227,38,61,39,21,8,46,69,181,78,83,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,0,WE,6,Y,780,1945,494,653,112,395,301,648,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,493,633,233,496,128,2294,14,18,10,6,4,12,8,13,6575,0,0,0,0
walkede01w,4,SAC,31,29,848,339,55,99,51,26,33,90,97,287,139,95,59,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,WE,6,Y,780,1945,494,653,112,395,301,648,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,493,633,233,496,128,2294,14,18,10,6,4,12,8,13,6575,0,0,0,0
